address,sum_bought,class_bought,txs_bought,sum_sold,class_sold,txs_sold
\xb47e289befcc72b066f0900aacf16bcfef5861de,0.483582618884167,>500,1,0,0,0
\x6d479e1c8aa4d0c778ef1e8a758bb0e753929019,0.356594,>500,1,36.9755,>500,1
\xad3532392b4a3d427f3af5c7dd3b3dd882f74439,0.3371686,>500,2,0,0,0
\x7400e88b6a3e06168ff440785b3003fc47672db9,0.326662,>500,1,0,0,0
\xe5f55468585ef91cf1a87aa3af4c830fa7ae78de,0.313014,>500,1,0,0,0
\x6d9104f626d7f4145dda92cf06c336f82f2135e7,0.250641,>500,1,6161.385,2.5K-10K,1
\xc598af80cf61539e2df1ed657afac2d7c76601c5,0.249257,>500,1,0,0,0
\x7d43237e2cf6bb7ebd94bc6d772ab5bed22d5d5c,0.241941,>500,1,32.1083,>500,2
\x2c201cb39140e21451e71a2a272b6b561f13b9e4,0.234233,>500,1,9.34296,>500,1
\xadbb884cbe72c934bf54b29430d73c5e844ffcca,0.203088,>500,1,0,0,0
\x98173d41603a1ca46326f2f4e06bfef7e16df544,0.202838,>500,1,0,0,0
\xe75e02de9b5559f2edbc673f500a5009d9e091ac,0.169448,>500,1,0,0,0
\xac257ed8567d6de03f40bca861b2bc48f964b4ef,0.062778,>500,1,0,0,1
\x6c650d165ec8e6b4de0629b6c574c3b8edd49cba,0.058607,>500,2,0.058556,>500,1
\x8506f2a118221a74888aac2912dd7664067e70ea,0.058556,>500,4,584.725385,500-2.5K,4
\xd95417aa3023043931328d5a3baa6afd80379510,0.034214,>500,1,0,0,0
\xea0f1f68d7c3f580a80e170a21ee0ce34cdcdd17,0.00328644,>500,1,0,0,0
\x2da98019cb3495566877c01535b48caf4c2502c5,0.000763212,>500,2,0,0,0
\x08fb5797b3d751d022736f6df6006a39c049c2c6,0,0,0,28350.7104,10K+,2
\x08b7ab9bbc3a07cf7f75b4acec5b536b7e040cfc,0,0,1,748.74275,500-2.5K,2
\xffaae7e8484236d620ec9d5fe6115a0d18dc3bdc,0,0,0,787.846,500-2.5K,1
\x419044327eeb77ddbfb01aacf381fe29ed330ea9,0,0,0,713.93580,500-2.5K,4
\x7bc1cb8e6d6efea608c89e528594b00275ed4aea,0,0,0,695.97822,500-2.5K,1
\x252c7d52ab8c3bd421d29bf7b7f83fcfde49e4f0,0,0,0,857.1459,500-2.5K,2
\xafb9d7fa614dd77cd9d212bb0596982c850a5085,0,0,0,668.60308,500-2.5K,4
\x179cef18c1e1f9f925a3c7084b600191568d3440,0,0,0,870.78484,500-2.5K,3
\xcedae9684a1083f1de86eb8dad5bf89139c247ae,0,0,0,875.07709,500-2.5K,2
\x710afef4052c2820059d13eb7ddc14700931cfe1,0,0,1,643.52644,500-2.5K,4
\x030e691d39e2dda9ffb32de5f49fdbf9f590ef00,0,0,0,642.7152,500-2.5K,1
\xd89fe1ed2b0bac7a27de004de595c0e43280ea69,0,0,0,629.2264,500-2.5K,1
\xebaac94eefa3d7d7470870f34ed8f0f22a85b16c,0,0,0,627.895,500-2.5K,1
\xeb449ec00f73860fdfa659feb79005065351119f,0,0,0,619.987302,500-2.5K,6
\x57ddab0ca4f0c49553228c180ec660ac1db99328,0,0,0,880.19171,500-2.5K,2
\xa14ef0e1c1b3fe72706dc5f69ce0595e9dba0646,0,0,0,590.589,500-2.5K,1
\x402b483092fe8b5f1b98a6e9bbbaa16217463de5,0,0,0,590.043752,500-2.5K,4
\xb3565f0dd95a8cfdea02fe1a276eda17df56424a,0,0,0,907.92922,500-2.5K,2
\x6a9540518477fea00b998bfa2e7c967ca853f209,0,0,0,915.5509,500-2.5K,3
\xf19b96f6b81894bb5d6e5197bbcf8f845495980b,0,0,0,588.1507,500-2.5K,1
\x169604c0eac7914016f9ecd018174fc860d02dbe,0,0,0,928.3152,500-2.5K,1
\x3d269d5de0db21dd1e7f8221506f8a189810ec94,0,0,0,945.854226,500-2.5K,7
\xfc13d83b99499a65f13231c64b8a355dfceadf5c,0,0,0,953.734670,500-2.5K,4
\x3adb265793103492149157648de01b87d1211d2b,0,0,0,576.798,500-2.5K,2
\x876a511c76e9caf46ea2998d06b6e2d57debfff7,0,0,0,960.4179,500-2.5K,1
\x91096b323e6bb3aea9fa31a787d00a40ef56d2c7,0,0,0,561.921689,500-2.5K,5
\x09f02da0a216e9284c28a1e6c04ae2315196eb3b,0,0,0,993.344281,500-2.5K,3
\xc8cd1567acfabfcbecc76776cd92e0b95fb3a806,0,0,0,547.1699472,500-2.5K,2
\xf2664dfa7924d9f3895349bae785027ab9da1c87,0,0,0,533.103,500-2.5K,1
\x4afddbb29f642002ffabe99aec97b561f806b768,0,0,0,531.6872,500-2.5K,1
\x455839e1ffafe624051de0b89d3eb2930ea4d69d,0,0,0,520.88272,500-2.5K,1
\xbe498c7a06819421bb264237ae7a85363850d8b9,0,0,0,520.88272,500-2.5K,1
\x99ae7de79ef503f88885f81b0f05a738e7c7de8b,0,0,0,518.3025,500-2.5K,1
\x85684c11fd750506cd8783a7cdc19bc583ce62f8,0,0,0,466.95,>500,1
\x5fe8b642fc18eecb93b12999025aaed6b5fd8578,0,0,0,449.88288,>500,1
\x0c9bc432c1b470282ca284bd31edcfce9af2d733,0,0,0,439.15203,>500,1
\xa99d480003d622dca2d16468c48a2feb634193ef,0,0,0,435.69414,>500,1
\x48dc139fcd166a7d9696f4e8362dee51a57a1431,0,0,0,1039.092912,500-2.5K,7
\x1b1d023696015e40be026e1fab12a9d64f4bc1b3,0,0,0,432.944066,>500,4
\x3251a00ebdacb9c4539c3e5d46f620054999e0fe,0,0,0,432.71875,>500,1
\xa489bc3d18d0fbe73e574c4b327d84ca7e383b0a,0,0,0,421.86258,>500,1
\xc53104efc160292eb9f4dc52c1a58d3ed54f9faf,0,0,0,411.153,>500,1
\x51470680d9ab003a53a81fe7bcd9f3f85ad84069,0,0,0,1058.981616,500-2.5K,5
\xf7a91d78d4d3f1779cdab33e56b5942b27331fe1,0,0,0,403.225198,>500,5
\x87ae9672cf172124fac96ff7834f6b4331eaf94b,0,0,0,373.584663,>500,3
\xd172b0f73413f36b32fdb7c2a35aaf51571f2197,0,0,0,1140.374541,500-2.5K,5
\xa97276772e9a8d5408421d60c2749c68c2e2fc3a,0,0,0,1147.955915,500-2.5K,4
\x86ead5e10793a1e7034550b16b255c371107b550,0,0,0,1166.619,500-2.5K,1
\xc15d7ef92a7bcda3d64b1465947bd446d671ebb3,0,0,0,290.3716,>500,2
\x36d74b81006732a0b24218a562b6b6c774c91113,0,0,1,1191.620966,500-2.5K,3
\xc20edb73c8af7da072e45f3d364d1504f80bab0c,0,0,0,250.199695,>500,3
\x10faa4db982b861ad4be47b2b94c5b4c6f1969d8,0,0,0,1315.230488,500-2.5K,3
\x175631f8948f909bf82cda52e731f522157c4f28,0,0,0,234.608386,>500,4
\x969de568df4cec02e682acf75d7ed9f048de3aba,0,0,0,218.51984,>500,1
\xe853748e70d8d1d4809061dcb29478767d1c0878,0,0,0,214.07349,>500,1
\x70d43f3f858aea98dc54306ead97e98bcf571b1b,0,0,0,1350.81488,500-2.5K,3
\xe1cd5ed7ef48b42ed56e9f94a1d0f61d35192244,0,0,0,1430.9505,500-2.5K,1
\xbc4bede6fae83d2ad830d7ad5ab86a6c78466cf4,0,0,0,1731.494171,500-2.5K,9
\x015fc0f9a30b6353b6ea191d7c4ba6c8aade92d7,0,0,0,162.448354,>500,3
\xfa3c7e8347cfedee80e9ecd5fe2a23a1910f82dc,0,0,0,153.198,>500,1
\x1b345023bbcd5cf70781f389bb7c45b9a5f31669,0,0,0,1748.751071,500-2.5K,13
\x6f16224bf1ed50a1a9e146339bf10d7f19367d80,0,0,0,1764.6297,500-2.5K,1
\x2a795ae6a556d159a826b57d58f1381f74cd9f2e,0,0,0,138.958305,>500,4
\x9172e788cd829d75e913e53452b49bb43d32bad4,0,0,0,136.94205,>500,1
\xf8af045bdb3a3978afab4bea4730ca50faf5d1af,0,0,0,127.271454,>500,5
\x6687c671980e65ebd722b9146fc61e2471558dd6,0,0,1,115.0545,>500,1
\x6e02f9ebcbea1d919e77d237cd32150d00f41b03,0,0,0,109.6578,>500,2
\xf9710e525b75ce28b3fb98df42553f87261ccc50,0,0,0,109.4258,>500,2
\x0b0498e4fb7817358fee5b20501db0ce7e40ba36,0,0,0,109.3818,>500,2
\xc72aa47c9ae5c72520f6aad34f24ba166cca46f8,0,0,0,109.2582,>500,2
\x5e6406eec60dfb5f99a5c32ebe0af462b8e6c64e,0,0,0,106.8846,>500,2
\xd949eb4ad3287ebafe9c518ce8a4a4aaf52340ef,0,0,0,105.3846,>500,2
\x5ab380cc7aa52a97a927cd70a82703a07f97d4c2,0,0,0,105.3006,>500,2
\xf5726dffea33167134e4a4f52d4e8956b9d4e717,0,0,0,105.1626,>500,2
\x7dbb77e549aa6fd5d48c4f8fcdf9fb45825fc051,0,0,0,97.104341,>500,3
\x00de3a8bdee6e682c3509d66a947d05a8ca797af,0,0,0,96.263842,>500,5
\xefd975b6e2cbf5a7285d3a5aae275e2e275ce77e,0,0,0,93.314052,>500,2
\xb329fb5df5a746d037f3eafd0497d15cc5e193d2,0,0,0,93.253092,>500,2
\xde9672bd224c1386dda61db911de733f8e1eca9c,0,0,0,92.94981,>500,2
\x21d99bbbc49846fc9864931a0c3fdc296999aeea,0,0,0,92.908092,>500,2
\xf913b9a80755a456cfae819304173265a607dc12,0,0,0,92.823590,>500,2
\x49a3c870ccb3985637da5dc80057b4fe5658f326,0,0,0,92.77476,>500,2
\x82513ba428c3fedab6dcfdfad5b7ebcb5076ffa0,0,0,0,92.673768,>500,2
\xa6036189af87dbc8ef7a1c53917c71647ab80b3f,0,0,0,92.658918,>500,2
\x4daf43e8141df32787137f969c00c9a1548722b1,0,0,0,92.601768,>500,2
\xad794c165a8f2f8ced466d4a551f5e942255b387,0,0,0,92.292318,>500,2
\xf7f720316e258ac0747877ab023d9724afecb5d0,0,0,0,92.292318,>500,2
\x1c6bf82c79cac58eaa6962513027a142417b99e8,0,0,0,92.230626,>500,2
\x9503b823a21e113af3477aeab5bed9d17b4e1b56,0,0,0,92.209926,>500,2
\xff994d9564e6aa6e1eec5575b004613e9f877fbb,0,0,0,91.556205,>500,2
\xb8cebb8bd64b10ffd2208678bbdd2673e6582243,0,0,1,91.175715,>500,3
\xd27ab49790aeb31a441eda264b17ec7bb9771eca,0,0,0,90.20688,>500,1
\x9526818a8f5d997652c213a28cc532cf6b709aa4,0,0,0,85.23980,>500,2
\x4768a15802a38f13020138e706c0f56cbf5b553b,0,0,0,84.863896,>500,1
\x4a2f1806f6f07d783653d87e0ece19020df78a37,0,0,0,81.975019,>500,2
\x85ef6932088e4f901ac4f0e4346b358fbd65d4ab,0,0,0,81.915894,>500,2
\xadef37aa14ef396167982a3c547a0c796c01f28c,0,0,0,81.770031,>500,2
\xae3cfb4a88c5dacffff1978b7ae696e111b2c6a3,0,0,0,81.667954,>500,2
\xbb7b3649f0da7eaf2728f55f3667c9947fd1046f,0,0,0,81.667954,>500,2
\xfe36132caa71c4b1a88b38b79373aab5e001457c,0,0,0,81.193808,>500,2
\x28425420e14f52ece14dcf786cf85e273313610c,0,0,0,80.910787,>500,2
\xdda9dcd0965404288fc285183af8b879930c6013,0,0,0,80.013826,>500,2
\x4894ad749fa04444cbb2ad68a0e041bda1fbde0f,0,0,1,79.93841,>500,2
\xd3815588b090cd966fa078134517eb091ea5a22c,0,0,0,76.996137,>500,2
\xeffaa947af692245e1e6a4aad1da086b13ac54a1,0,0,0,76.869842,>500,2
\x30b7666a760cc3936e2c03638af18799efa7f0dc,0,0,0,74.45258,>500,2
\x40f6d9dbf0ef7260b1596fe15a2735a13f8d9cdb,0,0,0,71.30529,>500,1
\x06c4865ab16c9c760622f19a313a2e637e2e66a2,0,0,1,69.07425,>500,1
\xb1562332930f33ff37ae32e2bc126d62d8690bf3,0,0,0,67.032768,>500,2
\x14468ea31273dc32042459d748f662c1caad29f6,0,0,0,66.647856,>500,2
\x83fe5c3e4c020d80ab35b25cd40bc7cd3c66640f,0,0,0,66.510450,>500,2
\xe1b400b95a1d6499ee03edfd4854a99caed885ee,0,0,0,66.427614,>500,2
\xc635ebb012bd96db82ff7b6e38dd3371ef53f7ab,0,0,0,66.343140,>500,2
\x5e4c3ea7178163515bd90991ae5dfea5b4202582,0,0,0,66.144008,>500,2
\x8b8404af81777466d9ee876c93e949ac2e38a861,0,0,0,66.136304,>500,2
\x17712ed0cdb349b91168d736a7f30887e1e395dc,0,0,0,65.807408,>500,2
\xc21a7fcc250cf5ca58708ca3c80889e7076c6ada,0,0,0,65.503908,>500,2
\x819ae34d9362ecf76824cec54435367ca87fba6d,0,0,0,65.426208,>500,2
\xf971d9858f66582d4c470859c48324f7accebfc5,0,0,0,60.897918,>500,2
\x8b5d493fb9817efa5b81a85592c60a7c8df38db7,0,0,0,60.058975,>500,2
\xd059ae0a5036b3f98c27b1a2d69f982bdb1a3a5a,0,0,0,60.032726,>500,2
\x26f807397390e6d91b940215fa71647f3c4d4395,0,0,0,54.15246,>500,1
\xace8976533f9197163810407efc0a7fa06a8bb12,0,0,1,52.43821,>500,1
\x569cf365b6e2ce601624aa115f8c84503f22b86a,0,0,0,52.37491,>500,1
\x1c175fdca70f2f1bbe04e3075aa9f968d35e6eb8,0,0,1,41.8443,>500,1
\xfc91f727333fbb224a6c78839463b0f372ece7d0,0,0,1,41.354,>500,1
\x046d749b3cf095dc2bcf9a82a9de43966b29cf49,0,0,0,38.28027,>500,2
\x4bd77e5637212bc070b6c1382b3bf40bc1a7de18,0,0,1,1986.940149,500-2.5K,6
\xa78fec82ff6a272c79447a634eec401a640163fe,0,0,0,27.325877,>500,4
\x6e0f19c2d538c2123b73b710c0bef48bd05bb040,0,0,0,24.1648,>500,1
\xa94fed541bdc4c82a02db3c926dfcc85d63d526c,0,0,0,23.3632,>500,1
\x3290603e448a2ce1831a4c4e68385d5e1531aced,0,0,0,2040.367,500-2.5K,1
\x3c7d5bb537abae440e0abe552342f422a4b1e6c1,0,0,0,2044.47120,500-2.5K,6
\xf20423a776011fcd1d83968fb143c60c6ab45ede,0,0,0,14.819,>500,1
\x78060a72d6085f39b00f1b5e3907284f9b136bcd,0,0,0,6.05616,>500,1
\xccb23a9bbae99909b1102549f9a96c2b137a60ec,0,0,2,4.2819,>500,1
\xd26a0a35321c6793e47eb602f1676c915caf111c,0,0,1,3.27449,>500,1
\x528cd3a3db61d0e325bcd486baeee8e7317206af,0,0,0,3.07325,>500,1
\xdd1c01436c4889fa64c02b5b17e10b987d66da71,0,0,0,1.7792,>500,1
\xeb50840cdecb7df40fa9fdb435922071865b65be,0,0,1,2096.5441,500-2.5K,2
\x354044d39f1e31109ecab3407b99b2ad5ed6515d,0,0,1,0.649386,>500,1
\x2e3179c194ef3abfaee73c38b45ef8c65b2137b1,0,0,0,2210.65,500-2.5K,1
\x90ff89c637fd1537e151b8ced1d1d0cb94e31ca6,0,0,1,0.238945,>500,4
\x8467f76ba0b033232e37c9b8cc4c28756400553a,0,0,4,0.00999691,>500,1
\x94d291e5c27bf39181f3c53f229639ec9bc4ad39,0,0,1,0,0,1
\xeaa9f18fcde4ab8d3e7c8adadb2d1e13fdd1392c,0,0,1,0,0,1
\xebf6caf61daf53dc92b6a9b030cf642fd4c1103c,0,0,1,0,0,3
\x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82,0,0,1,0,0,0
\x99bdce51a4ccffc80d2e7082fbddc18ede6a7d75,0,0,0,2325.183665,500-2.5K,12
\x49087eb6f9529eb02a508fb820d7b4d0b52e4881,0,0,2,2441.376,500-2.5K,1
\xb3cfaa16368a907bf8f195e27eda60b0477a8a5c,0,0,0,2509.815,2.5K-10K,1
\x58944799b0fdf8f13f134724741967c45f329ba3,0,0,0,2723.932898,2.5K-10K,11
\x321bf3dbd56ecdcfedf5b053e170be6faf7293fc,0,0,0,2725.487333,2.5K-10K,2
\x1058093e2c47626e2eeacfa9d92053a3cad68886,0,0,0,2760.484771,2.5K-10K,4
\xbe13517a2b520b2449068d2ec45280992b04047b,0,0,1,2983.335,2.5K-10K,1
\x5c63b361cd0476d3706e1064b112f671de0dc23f,0,0,0,2996.86417,2.5K-10K,4
\xecd8c7abae05083c7bf368e022a311c24a11870f,0,0,1,0,0,0
\x23c14e77e980e8d90851c72678ec5f4255af7874,0,0,1,0,0,0
\x8864486c1be43143b2fb2992777ba0b85129f3e4,0,0,1,0,0,0
\x1f41219828d15fc06786aea5026597fba6247195,0,0,1,0,0,0
\x7dce597d43c62302a5a4be4444724a9c7b6b84ce,0,0,0,3234.024,2.5K-10K,1
\x8d6a531cf61f8182346f50d5beb79461cb58d5fb,0,0,0,3409.081833,2.5K-10K,16
\x299e6717bda29b742bceb3eb3ac36eba9ad9ab31,0,0,0,3415.67103,2.5K-10K,8
\x9506e7bafa7267c7c488f73782181438a16a023d,0,0,0,3426.039688,2.5K-10K,12
\xd441d20fa42972bf8945a052b53c167318308193,0,0,0,3488.135366,2.5K-10K,6
\x2d58e5e7380b801a0af9c133890981c5ede5f248,0,0,0,3654.85287,2.5K-10K,7
\x1e25af449af3a8a37b66367869ca7002036e98ba,0,0,0,3771.76265,2.5K-10K,2
\xdfc867d43bf3427206f5bf97ef14ce54daabee51,0,0,1,3812.7368,2.5K-10K,4
\xe9a20e2a6e4b3bfbbb108f0c105623a3ee665883,0,0,2,0,0,0
\x0ba44788377bf31e563e4a89057a5fee0c2ac5b8,0,0,0,4106.4057,2.5K-10K,1
\xf42ad66f4b66628584f2e97421a008d62a8f116c,0,0,1,0,0,0
\xb3a07d84b00aeaa79a2bac3cd196ab8a39a0c4e2,0,0,0,4310.718558,2.5K-10K,3
\x5ca54def2e421d51464d4bf5ba1f456416d41a0f,0,0,1,0,0,0
\x2e84c2e90afec8491f94dd477bd11657cefc7690,0,0,1,0,0,0
\xff5ac6cdf625f643541094dafc974c9417bfc13e,0,0,0,5297.24765,2.5K-10K,3
\xbe3e6fdbb7fc4f85a39641101dbd978d505f5516,0,0,0,5320.8105,2.5K-10K,4
\x8728c811f93eb6ac47d375e6a62df552d62ed284,0,0,0,5673.257462,2.5K-10K,8
\xc5b6561f3e615d7d08db6344403ee3bbfabbb8d2,0,0,1,0,0,0
\x4ffc3884669e442e5d2f687b2c70504d942ba129,0,0,0,6015.1363,2.5K-10K,3
\xca839b91f49009fe3115a1b11af55b2c4061e7d5,0,0,0,6076.387200,2.5K-10K,3
\x97b102e00d88f02debfd6b1e4b901dd6931bb982,0,0,0,6076.41352,2.5K-10K,42
\x0e440bd9798ad22cb8fd6f1a433f2f16e8786770,0,0,0,6138.593948,2.5K-10K,4
\xca29fe77497f8c93cae65a3b4698f0c1c9914676,0,0,1,0,0,0
\x7b397da5bd525aafc131107d47836304d65e446d,0,0,1,0,0,0
\x2949764c330a13a00b3b49dd36b1943908d04e09,0,0,1,6758.849937,2.5K-10K,7
\xc15e1fa990b4140878f5b4e96368b3fe5149bc89,0,0,1,0,0,0
\x9864afd1ba62375dc849c5648b338c976930d303,0,0,0,6776.998768,2.5K-10K,5
\x5cac404d11250cd241b719487f47e3d720873cfd,0,0,1,6999.07824,2.5K-10K,1
\x53c13bccd3324689c46e7de03a10324c7b1451f8,0,0,0,7092.23906,2.5K-10K,12
\x492218586846adf4a75c0000fde183b265ce8a30,0,0,0,7146.6542,2.5K-10K,3
\xda3605d79bc9e6ddef9bc8166c922cf7fd7c01a0,0,0,0,7442.00834,2.5K-10K,5
\xe5ab2df4b9f76ed7e4f345efe58435e655a01df8,0,0,1,0,0,0
\x9fb7563a1969f034e8feb83e499c967d31538e86,0,0,0,8300.34642,2.5K-10K,8
\xc6bef0a58a4bc54db89b8c2155b1c41be1ec2476,0,0,0,8634.235114,2.5K-10K,14
\xaa82c64b5799b4dfd7cc973adb9166a22882eaa1,0,0,1,8704.76763,2.5K-10K,4
\x4332cbc500a70b6031b7329fdaa58f3737f8f77e,0,0,0,9132.146465,2.5K-10K,2
\x3930cb7989f58afa06c5885862497190797c4478,0,0,1,0,0,0
\x5155684820ea801d3dc5f3f9c7bb01cf6a80c4ca,0,0,0,9484.7556,2.5K-10K,1
\x9b616ac1d31f17be9b23560d93699ca7732e2808,0,0,2,0,0,0
\xd3f8d4322d18f7320912c18c88c55b3c8cd9d83f,0,0,1,0,0,0
\x14786310da605118e09b20079b1bacf3e6bc499a,0,0,1,0,0,0
\x0aa3dceb1e65b8f7d3a58bed68054b1c81585002,0,0,0,10163.266185,10K+,18
\xf3d5e50098fe0820ab5a6e9b6fd1a6badbe9f816,0,0,0,11266.94625,10K+,1
\x6f3a6d9867d6213056b55ce52b55514215deb343,0,0,0,11549.60916,10K+,8
\x5a756d9c7caa740e0342f755fa8ad32e6f83726b,0,0,1,0,0,0
\xe60efb936af0c8f2b596cd1e2fbaa36a08e5d1dd,0,0,1,0,0,0
\x9669c82ab9e9589c1cfbc792bb3c2afdf595f810,0,0,1,0,0,0
\xd1570080bcb784b4f5e378dfd4cdffdfd6c110f6,0,0,1,14004.776160,10K+,16
\x73a4b191658d8b0a78a8001d79f9af03280c666a,0,0,0,14925.673896,10K+,5
\xb7828e0f8c1eee6a278ad1b0704a8df170ecd481,0,0,0,15204.810996,10K+,5
\x1cfc843e6d601bd79bdecc3cbc9e73605cf9a060,0,0,0,15362.79746,10K+,16
\x171c8be8b92674f7d7b0593aca4619a25a40b6f0,0,0,1,19733.368590,10K+,34
\x1f172f66730d2ef5cae06ede52f2c0c26055ba56,0,0,2,20895.755754,10K+,11
\x3904b0dd0373e8b470f3482be089f757ec6aa6b7,0,0,1,0,0,0
\x115df6f4f46c6dc5118717ebc5d94197182bd1b4,0,0,0,25806.862,10K+,2
\x5d81d4d59f0ab0a4163d8045ebf7777d4147df72,0,0,0,28287.31143,10K+,7
\x7b9044d2862e1bcf5212f9d41583c291cd5419f6,0,0,1,0,0,0
\x52997daff111bf2eda8a9123db937dc11b1292fc,0,0,0,755.53894,500-2.5K,3
